,carat,cut,color,clarity,depth,table,x,y,z
410,0.31,5,2,5.0,61.7,55.0,4.36,4.39,2.7
411,1.01,3,6,2.5,62.3,58.0,6.39,6.45,4.0
412,1.04,4,2,3.0,61.6,56.0,6.59,6.52,4.04
413,1.2,5,4,3.5,62.2,55.0,6.77,6.81,4.23
414,1.26,5,1,1.5,62.5,53.0,6.86,6.9,4.3
415,1.0,4,2,3.0,60.3,62.0,6.46,6.41,3.88
416,0.5,4,5,3.0,62.9,58.0,5.09,5.05,3.19
417,0.72,3,2,2.5,63.9,58.0,5.65,5.68,3.62
418,1.22,5,4,2.5,59.9,56.0,7.01,6.97,4.19
419,0.32,3,4,3.0,62.8,54.0,4.38,4.41,2.76
420,2.11,5,2,2.0,61.0,57.0,8.37,8.29,5.08
421,1.31,4,2,1.5,59.1,59.0,7.2,7.15,4.24
422,0.33,5,4,4.0,61.5,56.0,4.46,4.45,2.74
423,1.23,2,7,1.0,63.7,58.0,6.79,6.72,4.3
424,0.3,4,2,3.0,62.9,59.0,4.3,4.22,2.68
425,1.01,3,3,2.0,63.5,57.0,6.31,6.35,4.02
426,0.31,3,2,2.5,63.1,54.0,4.34,4.31,2.73
427,1.27,5,3,1.5,61.8,57.0,6.93,6.96,4.29
428,1.68,5,4,2.5,62.5,54.0,7.61,7.64,4.76
429,2.61,5,1,1.5,64.6,55.0,8.61,8.57,5.55
430,0.71,4,3,3.0,61.7,56.0,5.81,5.67,3.54
431,0.53,5,5,4.0,60.9,57.0,5.23,5.29,3.19
432,0.91,4,3,1.5,62.9,59.0,6.15,6.12,3.86
433,0.3,3,7,2.0,63.4,55.0,4.26,4.22,2.69
434,0.56,4,6,2.0,61.5,60.0,5.3,5.27,3.25
435,0.52,5,4,4.0,62.1,56.0,5.15,5.17,3.2
436,0.31,5,7,2.5,61.3,57.0,4.36,4.41,2.69
437,0.71,4,3,5.0,62.9,60.0,5.74,5.67,3.59
438,0.9,2,6,2.0,63.1,61.0,6.14,6.18,3.89
439,1.01,5,6,1.5,62.2,55.0,6.4,6.43,3.99
440,0.31,4,7,1.5,62.1,59.0,4.31,4.35,2.69
441,1.0,5,4,4.0,62.3,56.0,6.4,6.29,3.95
442,1.02,5,3,1.5,61.6,56.0,6.47,6.51,4.0
443,1.04,1,7,1.5,64.9,56.0,6.39,6.34,4.13
444,1.01,3,4,1.0,62.4,59.0,6.35,6.41,3.98
445,1.03,3,6,2.0,61.3,60.0,6.51,6.53,4.0
446,0.44,4,5,3.5,61.6,58.0,4.85,4.89,3.0
447,1.0,4,6,3.0,61.1,60.0,6.43,6.41,3.92
448,1.02,5,5,2.5,62.0,56.0,6.42,6.45,3.99
449,1.0,2,6,2.0,60.4,61.0,6.37,6.44,3.87
450,0.31,4,4,2.0,62.1,58.0,4.36,4.33,2.7
451,0.77,3,4,3.0,61.1,54.0,5.91,5.94,3.62
452,1.21,5,7,2.5,60.9,60.0,6.91,6.86,4.19
453,0.32,2,6,2.0,63.1,56.0,4.34,4.37,2.75
454,1.54,3,7,2.0,63.0,59.0,7.31,7.35,4.62
455,2.04,4,1,2.5,63.0,58.0,8.02,7.99,5.04
456,1.14,4,4,2.0,62.3,59.0,6.69,6.66,4.16
457,0.44,5,3,2.0,61.9,57.0,4.92,4.9,3.04
458,0.81,5,7,2.5,59.5,60.0,6.08,6.15,3.64
459,0.55,5,5,4.0,62.1,56.0,5.25,5.28,3.27
460,0.33,5,6,2.0,62.5,55.0,4.42,4.45,2.77
461,1.0,2,6,3.0,63.6,59.0,6.35,6.32,4.03
462,1.01,5,6,2.0,62.2,57.0,6.41,6.35,3.97
463,0.31,4,4,2.0,61.7,55.0,4.38,4.37,2.7
464,1.51,3,1,2.5,62.8,59.0,7.2,7.28,4.55
465,1.09,5,7,2.0,62.8,54.0,6.6,6.62,4.15
466,0.9,3,4,1.5,64.2,56.0,6.04,6.11,3.9
467,0.4,5,2,1.5,61.0,58.0,4.74,4.77,2.9
468,0.44,4,4,2.5,60.6,58.0,4.96,4.9,2.99
469,1.21,3,4,3.5,59.3,58.0,7.01,7.05,4.17
470,1.51,4,6,1.0,59.0,62.0,7.41,7.36,4.36
471,0.34,4,6,2.0,59.3,58.0,4.59,4.55,2.71
472,0.93,3,1,2.5,63.3,61.0,6.19,6.14,3.9
473,0.42,5,5,3.0,61.3,57.0,4.85,4.8,2.96
474,0.35,4,2,3.0,61.8,58.0,4.5,4.53,2.79
475,0.72,5,1,2.0,61.8,54.0,5.76,5.8,3.57
476,0.8,3,6,3.0,62.4,54.0,5.98,5.94,3.72
477,1.25,4,1,2.5,62.2,59.0,6.86,6.88,4.27
478,0.26,4,6,3.5,60.8,61.0,4.13,4.12,2.51
479,1.13,5,5,4.0,61.7,56.0,6.68,6.75,4.14
480,1.51,3,6,2.0,63.1,56.0,7.24,7.22,4.56
481,0.32,5,6,5.0,60.6,60.0,4.43,4.45,2.69
482,1.17,4,2,1.5,62.7,57.0,6.77,6.69,4.22
483,0.81,5,6,2.5,62.0,55.0,5.99,5.97,3.71
484,0.72,4,5,2.0,59.9,58.0,5.85,5.81,3.49
485,0.39,3,2,2.5,59.6,57.0,4.77,4.82,2.86
486,0.74,5,7,2.5,61.9,56.0,5.84,5.79,3.6
487,0.91,4,6,1.5,58.5,60.0,6.34,6.31,3.7
488,0.58,5,7,1.5,61.2,57.0,5.36,5.4,3.29
489,0.41,4,6,3.0,60.8,59.0,4.82,4.76,2.91
490,1.0,1,2,2.0,56.4,61.0,6.58,6.55,3.7
491,0.4,5,4,1.5,62.1,57.0,4.72,4.75,2.94
492,0.51,5,5,3.0,60.2,56.0,5.22,5.24,3.15
493,1.18,4,2,3.0,62.6,59.0,6.73,6.71,4.21
494,0.4,3,5,3.5,63.0,57.0,4.63,4.7,2.94
495,0.54,5,7,2.0,61.7,55.0,5.23,5.27,3.24
496,0.31,5,3,2.5,61.9,55.0,4.38,4.35,2.7
497,1.64,4,2,2.0,62.4,58.0,7.58,7.52,4.71
498,0.32,5,2,4.0,62.5,55.0,4.37,4.4,2.74
499,0.3,3,1,2.0,62.7,59.0,4.21,4.27,2.66
500,0.9,5,4,2.5,62.0,57.0,6.19,6.22,3.85
501,0.41,5,5,2.5,61.8,57.0,4.78,4.73,2.94
502,1.01,3,2,2.0,62.7,56.0,6.36,6.43,4.01
503,0.41,2,6,1.5,63.5,55.0,4.69,4.73,2.99
504,0.3,4,3,2.0,61.3,58.0,4.33,4.29,2.64
505,0.53,2,6,2.5,63.7,55.0,5.12,5.15,3.27
506,1.2,4,3,1.5,59.6,60.0,6.91,6.84,4.1
507,0.7,3,6,3.0,62.5,56.0,5.64,5.68,3.54
508,1.51,4,7,1.5,61.4,56.0,7.37,7.32,4.51
509,0.91,2,6,2.0,63.6,57.0,6.13,6.1,3.89
510,1.59,5,1,2.5,62.9,58.0,7.45,7.39,4.66
511,2.01,3,1,2.0,62.4,59.0,8.02,8.08,5.02
512,1.02,3,6,2.5,62.9,56.0,6.37,6.47,4.04
513,1.3,4,1,2.5,61.5,58.0,7.05,7.0,4.32
514,1.24,4,5,1.5,62.8,60.0,6.84,6.82,4.29
515,1.52,1,3,1.0,64.9,58.0,7.18,7.13,4.65
516,0.42,4,4,5.0,61.6,58.0,4.76,4.79,2.94
517,0.9,3,3,2.5,62.8,58.0,6.13,6.17,3.86
518,1.06,4,6,1.5,61.7,62.0,6.54,6.5,4.02
519,0.31,2,4,1.5,63.3,54.0,4.29,4.34,2.73
520,0.31,5,6,3.0,61.1,54.0,4.37,4.4,2.68
521,2.02,4,2,1.5,61.1,61.0,8.11,8.08,4.95
522,0.54,5,7,4.0,61.4,58.0,5.28,5.25,3.23
523,0.31,5,5,5.0,62.2,56.0,4.34,4.31,2.69
524,0.56,5,7,3.0,62.5,56.0,5.26,5.3,3.3
525,1.15,4,7,2.0,61.7,58.0,6.76,6.69,4.15
526,0.31,5,1,2.5,61.8,54.1,4.35,4.38,2.7
527,0.41,4,6,3.0,60.4,58.0,4.78,4.82,2.9
528,0.57,5,1,2.5,62.5,54.0,5.32,5.34,3.33
529,0.77,3,2,3.0,62.2,59.0,5.83,5.85,3.63
530,0.38,3,4,3.0,61.9,56.0,4.63,4.68,2.88
531,2.02,3,3,1.5,63.1,54.0,8.09,7.99,5.07
532,1.55,3,5,2.0,63.1,56.0,7.4,7.38,4.66
533,1.04,5,4,3.0,61.7,56.0,6.47,6.52,4.01
534,1.37,4,4,2.5,61.6,59.0,7.11,7.04,4.36
535,0.6,4,4,2.0,61.9,61.0,5.38,5.34,3.32
536,1.21,4,5,1.5,58.9,60.0,6.81,6.74,3.99
537,1.0,2,4,2.0,64.3,58.0,6.25,6.22,4.01
538,1.5,2,3,1.5,57.3,62.0,7.55,7.5,4.31
539,1.02,3,7,5.0,61.7,59.0,6.42,6.52,3.99
540,2.01,3,3,1.5,63.4,60.0,7.97,7.89,5.03
541,0.91,4,4,1.5,59.8,58.0,6.3,6.29,3.77
542,0.48,5,2,2.0,61.9,53.0,5.06,5.08,3.14
543,0.56,5,4,5.0,62.0,56.0,5.33,5.28,3.29
544,0.6,5,4,3.5,61.3,56.0,5.43,5.46,3.34
545,2.1,3,3,1.5,63.3,57.0,8.2,8.08,5.15
546,0.51,3,7,2.0,62.3,63.0,5.08,5.03,3.15
547,0.77,4,6,2.5,60.5,59.0,5.98,5.92,3.6
548,0.71,4,4,2.5,59.9,60.0,5.81,5.77,3.47
549,2.01,5,5,1.5,61.6,55.0,8.08,8.02,4.97
550,0.34,5,6,4.0,62.2,56.0,4.49,4.45,2.78
551,0.34,4,5,2.5,60.7,60.0,4.5,4.46,2.72
552,1.09,5,3,2.0,62.2,56.0,6.59,6.56,4.09
553,1.11,4,7,1.5,61.3,60.0,6.6,6.54,4.03
554,0.43,4,7,1.5,62.6,58.0,4.79,4.82,3.01
555,0.8,4,6,2.0,62.9,60.0,5.89,5.87,3.7
556,0.32,5,2,2.5,60.3,56.0,4.45,4.44,2.68
557,0.51,5,6,4.0,62.0,57.0,5.12,5.14,3.18
558,1.09,4,6,1.5,60.9,59.0,6.75,6.61,4.07
559,0.37,5,7,2.5,61.6,56.0,4.59,4.63,2.84
560,1.5,5,2,2.0,62.3,56.0,7.35,7.41,4.6
561,1.0,5,7,2.0,63.0,56.0,6.33,6.28,3.97
562,1.03,5,3,2.0,62.0,56.0,6.43,6.5,4.01
563,0.7,2,7,2.0,61.3,61.0,5.63,5.69,3.47
564,0.31,4,3,3.5,62.4,59.0,4.31,4.35,2.7
565,0.9,4,3,2.5,60.4,59.0,6.24,6.27,3.78
566,1.02,4,3,2.5,62.5,60.0,6.43,6.38,4.0
567,1.33,4,3,1.5,61.0,59.0,7.1,7.06,4.32
568,0.23,3,6,3.5,59.7,54.0,4.02,4.05,2.41
569,1.02,3,1,2.0,62.5,58.0,6.37,6.43,4.0
570,1.01,2,5,4.0,63.2,56.0,6.33,6.39,4.02
571,0.32,5,2,5.0,62.1,54.0,4.39,4.43,2.74
572,1.1,3,2,3.0,60.2,59.0,6.67,6.71,4.03
573,0.54,4,6,3.0,60.3,58.0,5.32,5.26,3.19
574,1.16,5,5,2.5,61.3,57.0,6.76,6.79,4.15
575,1.73,4,1,2.0,60.7,58.0,7.78,7.73,4.71
576,0.37,4,7,3.0,60.2,60.0,4.63,4.68,2.8
577,0.5,5,3,2.5,61.5,56.0,5.11,5.13,3.15
578,0.5,4,6,2.0,63.0,61.0,5.07,5.03,3.18
579,1.2,3,3,1.5,62.0,58.0,6.76,6.91,4.24
580,1.64,1,4,1.0,64.5,60.0,7.44,7.35,4.76
581,1.15,3,4,2.5,60.1,60.0,6.75,6.8,4.08
582,0.67,2,5,2.0,60.2,61.0,5.64,5.69,3.41
583,0.41,3,5,2.5,63.2,57.0,4.76,4.74,3.0
584,0.51,1,7,2.0,65.2,55.0,5.05,5.01,3.28
585,0.71,4,6,2.0,62.2,58.0,5.74,5.67,3.55
586,0.32,2,2,3.0,63.1,56.0,4.38,4.4,2.77
587,1.06,5,2,2.0,61.2,56.0,6.64,6.6,4.05
588,1.52,5,2,3.0,60.7,60.0,7.4,7.42,4.5
589,0.41,3,4,2.0,62.7,55.0,4.77,4.8,3.0
590,0.9,5,4,1.5,60.6,55.0,6.27,6.33,3.82
591,0.31,5,6,2.5,61.5,55.0,4.37,4.41,2.7
592,0.4,5,5,4.0,61.3,55.0,4.75,4.78,2.92
593,1.29,4,3,1.5,60.1,58.0,7.02,6.95,4.2
594,1.57,5,4,2.0,61.8,55.0,7.43,7.49,4.61
595,0.3,3,7,2.5,62.9,55.0,4.31,4.34,2.72
596,0.32,5,5,4.0,61.4,56.0,4.38,4.42,2.7
597,1.34,5,3,1.5,61.6,56.0,7.1,7.05,4.36
598,0.55,5,5,3.5,62.4,55.0,5.24,5.28,3.28
599,2.06,4,2,2.0,60.8,60.0,8.25,8.16,4.99
600,2.2,4,3,1.5,61.1,59.0,8.41,8.35,5.12
601,1.72,5,4,3.5,62.0,57.0,7.63,7.72,4.76
602,0.61,3,4,5.0,63.0,58.0,5.36,5.43,3.4
603,0.79,5,5,2.0,62.0,55.0,5.93,5.95,3.68
604,0.37,5,5,4.0,62.0,55.0,4.6,4.63,2.86
605,0.52,5,6,2.5,60.7,56.0,5.2,5.24,3.17
606,0.32,5,6,3.0,61.0,57.0,4.4,4.42,2.69
607,1.51,5,5,2.0,61.7,56.0,7.35,7.41,4.55
608,0.62,5,3,2.5,61.2,54.0,5.51,5.6,3.4
609,0.3,5,4,4.0,61.3,56.0,4.3,4.34,2.65
610,0.32,4,4,3.0,62.1,58.0,4.37,4.39,2.72
611,0.33,4,3,2.5,61.3,60.0,4.47,4.44,2.73
612,0.7,4,3,1.5,58.8,59.0,5.92,5.84,3.44
613,0.5,3,5,4.0,61.1,55.0,5.14,5.18,3.15
614,1.51,5,2,2.5,60.6,56.0,7.44,7.47,4.52
615,1.19,5,3,2.5,62.1,59.0,6.82,6.73,4.21
616,1.03,3,6,1.5,61.7,54.9,6.46,6.52,4.01
617,1.07,4,6,2.5,62.5,57.0,6.6,6.53,4.1
618,0.5,4,5,3.0,61.6,58.0,5.11,5.06,3.13
619,1.02,4,7,2.0,62.3,59.0,6.42,6.38,3.99
620,0.53,5,5,2.5,61.5,55.0,5.2,5.27,3.22
621,0.55,3,6,2.0,63.0,59.0,5.25,5.17,3.28
622,0.53,3,6,2.0,63.6,57.0,5.12,5.16,3.27
623,0.36,5,4,5.0,61.6,55.0,4.59,4.57,2.82
624,0.31,3,5,2.0,60.6,60.0,4.34,4.37,2.64
625,2.09,4,3,2.0,61.1,56.0,8.3,8.23,5.05
626,0.91,4,7,2.0,59.0,61.0,6.35,6.29,3.73
627,0.53,5,2,2.5,62.2,56.0,5.15,5.2,3.22
628,0.24,3,6,2.0,59.9,58.0,4.06,4.1,2.44
629,0.31,5,7,2.5,62.1,55.0,4.32,4.35,2.69
630,1.52,3,4,3.0,62.1,57.0,7.27,7.32,4.53
631,0.54,4,2,4.0,60.8,61.0,5.28,5.22,3.19
632,0.38,5,4,3.5,62.0,57.0,4.64,4.66,2.89
633,0.52,2,3,2.5,63.6,57.0,5.1,5.05,3.23
634,0.71,2,6,2.0,65.9,57.0,5.51,5.57,3.65
635,0.34,5,5,2.5,61.6,57.0,4.47,4.53,2.77
636,1.23,5,2,1.5,62.1,56.0,6.88,6.84,4.26
637,0.71,2,4,5.0,57.8,62.0,5.82,5.95,3.4
638,1.1,4,2,2.0,62.0,59.0,6.59,6.54,4.07
639,1.09,4,4,2.5,61.7,58.0,6.6,6.53,4.05
640,0.51,3,5,2.0,63.1,54.0,5.12,5.06,3.21
641,0.57,3,4,3.0,59.9,57.0,5.38,5.47,3.25
642,1.01,2,6,1.0,61.5,65.0,6.28,6.21,3.84
643,1.18,5,6,1.5,60.8,57.0,6.89,6.83,4.17
644,0.23,3,3,3.5,62.6,56.0,3.92,3.95,2.46
645,0.82,5,7,2.0,61.6,57.0,6.02,6.06,3.72
646,0.9,5,7,2.0,62.7,56.0,6.18,6.16,3.87
647,1.5,2,3,1.5,60.8,64.0,7.27,7.2,4.4
648,1.06,4,4,3.0,62.0,58.0,6.56,6.51,4.05
649,0.5,2,5,2.5,63.8,55.0,5.03,5.06,3.22
650,1.01,5,5,2.0,62.3,57.0,6.4,6.44,4.0
651,0.91,4,7,2.0,62.8,57.0,6.17,6.12,3.86
652,1.29,4,3,2.5,61.2,60.0,7.03,6.95,4.28
653,1.24,4,3,2.0,60.1,58.0,7.04,7.01,4.22
654,1.14,3,5,1.5,59.2,63.0,6.78,6.86,4.04
655,0.41,5,4,2.0,61.2,56.0,4.8,4.84,2.95
656,0.33,4,5,1.5,63.0,58.0,4.42,4.4,2.78
657,0.52,3,2,3.0,61.5,56.3,5.16,5.19,3.18
658,0.76,2,6,1.5,58.8,59.0,5.95,5.99,3.51
659,1.04,4,4,2.5,62.6,56.0,6.44,6.41,4.02
660,0.45,2,4,3.0,58.1,61.2,5.02,5.07,2.93
661,0.42,5,5,3.0,61.9,57.0,4.79,4.81,2.97
662,2.06,3,2,1.5,62.3,57.0,8.12,8.2,5.09
663,1.02,5,3,3.0,61.4,57.0,6.47,6.44,3.97
664,0.32,3,2,4.0,60.1,61.0,4.4,4.45,2.66
665,0.39,3,3,2.0,58.4,63.0,4.8,4.85,2.82
666,0.34,2,3,2.0,63.3,56.0,4.45,4.46,2.82
667,2.53,4,3,2.0,62.1,59.0,8.83,8.73,5.45
668,0.41,5,4,2.5,62.5,56.0,4.72,4.75,2.96
669,0.44,5,4,2.5,62.0,55.0,4.89,4.91,3.04
670,1.53,5,5,2.0,62.6,55.0,7.39,7.37,4.62
671,1.51,4,3,3.0,61.0,60.0,7.34,7.29,4.46
672,0.71,5,5,4.0,61.1,54.0,5.78,5.84,3.55
673,0.55,5,1,2.5,60.4,58.0,5.29,5.34,3.21
674,2.01,2,2,3.0,62.5,56.0,7.96,8.0,4.99
675,0.76,5,7,2.5,61.8,55.0,5.85,5.89,3.63
676,2.0,3,4,1.5,63.5,55.0,8.03,7.93,5.07
677,1.0,4,5,3.0,62.0,59.0,6.42,6.35,3.96
678,0.3,5,4,5.0,61.6,53.0,4.32,4.35,2.67
679,0.33,5,7,2.0,62.8,55.0,4.45,4.41,2.78
680,0.71,3,5,3.0,62.2,55.0,5.68,5.74,3.56
681,1.09,4,4,2.5,59.9,56.0,6.73,6.59,3.99
682,0.31,5,7,2.0,62.3,54.0,4.37,4.33,2.71
683,1.7,4,1,1.5,63.0,60.0,7.59,7.53,4.76
684,0.75,5,4,2.0,62.2,55.0,5.87,5.8,3.63
685,1.03,5,4,2.0,61.9,56.0,6.46,6.5,4.01
686,1.51,5,2,2.0,62.8,54.0,7.31,7.27,4.58
687,0.53,5,4,3.0,62.6,54.0,5.16,5.19,3.24
688,0.5,4,4,3.0,60.8,60.0,5.16,5.14,3.13
689,0.38,5,5,4.0,62.1,55.0,4.66,4.71,2.91
690,1.7,5,7,1.5,60.7,56.0,7.78,7.71,4.7
691,0.55,5,4,3.0,61.0,56.0,5.34,5.32,3.25
692,0.3,4,2,4.0,61.1,59.0,4.33,4.31,2.64
693,0.72,4,5,3.5,61.1,58.0,5.78,5.84,3.55
694,0.31,5,3,2.0,61.5,56.5,4.34,4.36,2.67
695,0.3,4,7,1.5,60.2,60.0,4.35,4.32,2.61
696,0.95,5,3,2.0,61.9,56.0,6.31,6.35,3.92
697,1.06,5,2,2.0,62.2,56.0,6.49,6.53,4.05
698,0.23,3,7,3.0,61.8,57.0,3.9,3.93,2.42
699,0.7,4,6,1.5,60.4,59.0,5.75,5.7,3.46
700,0.31,5,6,2.5,62.2,55.0,4.32,4.36,2.7
701,1.07,5,3,1.5,62.8,57.0,6.58,6.5,4.11
702,0.4,5,7,2.5,61.7,57.0,4.72,4.75,2.92
703,1.24,5,3,3.0,61.0,57.0,6.91,6.95,4.23
704,0.42,4,5,3.0,60.9,59.0,4.85,4.8,2.94
705,1.26,4,7,3.5,60.5,58.0,6.99,7.03,4.24
706,1.01,3,6,2.0,63.1,57.0,6.4,6.37,4.03
707,1.03,3,3,2.0,60.8,60.0,6.47,6.5,3.94
708,0.7,4,5,2.0,61.9,59.0,5.69,5.71,3.53
709,1.52,1,2,2.0,64.6,58.0,7.24,7.21,4.68
710,1.56,4,1,3.0,61.1,59.0,7.52,7.49,4.58
711,1.51,3,1,2.0,58.8,59.0,7.47,7.56,4.42
712,1.59,3,3,2.0,62.2,58.0,7.45,7.48,4.64
713,0.33,2,2,2.0,63.6,53.0,4.4,4.43,2.81
714,1.04,3,3,2.0,58.9,63.0,6.59,6.55,3.87
715,0.9,2,5,2.0,64.0,59.0,5.97,5.99,3.83
716,2.18,4,1,1.5,62.6,58.0,8.25,8.23,5.16
717,0.31,3,2,2.5,61.5,55.0,4.34,4.36,2.68
718,0.37,4,7,4.0,61.4,58.0,4.63,4.65,2.85
719,0.8,4,7,2.0,61.7,58.0,5.96,5.93,3.67
720,0.71,3,7,2.5,61.9,59.0,5.68,5.72,3.53
721,1.08,5,5,3.5,61.6,57.0,6.57,6.6,4.06
722,0.3,2,2,3.0,63.3,59.0,4.2,4.23,2.67
723,1.14,4,3,1.5,62.2,61.0,6.72,6.64,4.16
724,1.01,4,4,2.0,62.6,60.0,6.36,6.29,3.96
725,1.01,4,4,2.0,60.8,60.0,6.47,6.39,3.91
726,1.51,2,1,1.5,58.1,64.0,7.53,7.57,4.39
727,0.32,5,7,2.5,61.6,56.0,4.37,4.4,2.7
728,1.03,4,3,2.5,62.6,56.0,6.43,6.38,4.01
729,0.75,5,7,2.5,61.1,55.0,5.87,5.89,3.6
730,0.36,5,7,2.5,60.6,57.0,4.57,4.61,2.78
731,0.3,4,7,2.5,60.6,58.0,4.32,4.36,2.63
732,1.21,4,6,1.5,61.9,60.0,6.78,6.73,4.18
733,0.42,2,5,2.0,63.4,56.0,4.76,4.8,3.03
734,0.3,5,7,3.0,62.0,54.0,4.3,4.34,2.68
735,0.34,4,3,3.0,61.3,56.0,4.53,4.48,2.76
736,0.54,5,5,2.5,61.4,57.0,5.2,5.25,3.21
737,1.32,5,2,2.0,62.0,57.0,6.99,7.04,4.35
738,0.55,5,5,3.5,60.8,56.0,5.27,5.32,3.22
739,1.22,4,3,2.0,60.6,58.0,6.91,6.86,4.17
740,1.5,5,4,2.5,61.4,59.0,7.37,7.32,4.5
741,0.32,5,2,3.5,62.2,54.5,4.38,4.42,2.74
742,0.31,5,4,2.5,62.2,53.0,4.37,4.38,2.72
743,0.27,5,3,3.0,62.2,56.0,4.12,4.15,2.57
744,2.38,4,4,1.5,62.4,58.0,8.59,8.47,5.32
745,0.5,5,2,2.0,62.3,56.0,5.04,5.08,3.15
746,0.55,5,2,4.0,62.7,57.0,5.17,5.23,3.26
747,2.26,5,4,1.5,61.9,57.0,8.44,8.36,5.2
748,0.93,3,2,2.0,58.9,60.0,6.43,6.48,3.8
749,0.77,5,4,3.0,62.4,54.0,5.89,5.93,3.69
750,0.32,5,6,4.0,61.7,55.0,4.38,4.41,2.71
751,0.91,3,5,3.0,62.4,59.0,6.15,6.16,3.84
752,0.41,3,5,3.5,60.3,58.0,4.79,4.83,2.9
753,1.03,4,6,3.0,59.6,59.0,6.57,6.59,3.92
754,1.51,3,2,3.0,61.1,61.0,7.32,7.37,4.49
755,1.55,5,6,2.0,62.3,56.0,7.43,7.37,4.61
756,0.91,4,5,2.5,62.2,58.0,6.17,6.21,3.85
757,1.51,3,3,2.5,62.3,61.0,7.27,7.3,4.54
758,1.76,5,4,2.5,60.3,57.0,7.9,7.83,4.74
759,1.27,5,5,5.0,61.3,55.0,6.98,7.02,4.29
760,0.81,4,2,3.5,62.9,59.0,5.95,5.84,3.71
761,1.63,5,5,1.0,62.0,55.0,7.57,7.5,4.68
762,0.43,4,4,2.0,60.4,58.0,4.9,4.87,2.95
763,0.3,5,7,2.5,61.3,57.0,4.32,4.36,2.66
764,0.32,5,6,3.0,61.5,55.0,4.43,4.45,2.73
765,0.91,4,6,2.0,62.6,58.0,6.17,6.14,3.85
766,0.7,5,5,4.0,61.7,56.0,5.68,5.73,3.52
767,0.71,5,1,2.0,61.0,57.0,5.78,5.8,3.53
768,1.0,3,5,2.5,62.2,55.0,6.39,6.44,3.99
769,1.07,5,1,2.5,61.7,58.0,6.58,6.55,4.05
770,0.76,5,2,2.0,61.6,54.0,5.86,5.92,3.63
771,0.51,5,7,2.5,61.2,55.0,5.16,5.18,3.16
772,0.6,5,5,2.5,61.9,57.0,5.39,5.43,3.35
773,0.3,5,5,2.5,62.3,53.5,4.27,4.32,2.68
774,1.02,3,7,1.5,60.9,61.0,6.47,6.53,3.96
775,1.0,3,3,2.0,62.3,60.0,6.34,6.38,3.96
776,1.0,3,4,2.5,62.7,58.0,6.34,6.42,4.0
777,0.71,5,2,2.0,62.2,55.0,5.7,5.75,3.56
778,1.08,5,2,2.0,62.6,53.9,6.51,6.56,4.09
779,0.31,4,6,2.5,60.8,55.0,4.42,4.39,2.68
780,0.58,1,4,2.5,65.0,56.0,5.23,5.17,3.38
781,0.9,3,4,2.0,62.7,59.0,6.12,6.17,3.85
782,1.21,3,3,2.0,63.3,57.0,6.77,6.7,4.26
783,0.43,2,5,2.0,63.6,53.0,4.83,4.79,3.06
784,1.01,1,4,2.0,64.2,59.0,6.31,6.28,4.04
785,0.35,4,7,2.5,60.4,58.0,4.53,4.58,2.75
786,0.7,5,7,2.0,60.7,56.0,5.72,5.75,3.48
787,0.9,3,3,2.5,63.0,61.0,6.05,6.14,3.84
788,1.06,4,3,2.5,62.6,58.0,6.54,6.49,4.08
789,1.57,5,2,2.5,62.8,57.0,7.46,7.37,4.66
790,1.03,5,2,2.0,62.2,54.0,6.46,6.5,4.03
791,0.58,5,2,2.0,61.4,55.0,5.37,5.42,3.31
792,1.28,5,5,3.5,62.2,56.0,6.95,6.91,4.32
793,0.38,4,1,2.0,61.3,59.0,4.68,4.62,2.85
794,1.31,3,2,2.0,62.6,59.0,6.97,6.86,4.33
795,2.0,3,6,1.5,63.5,59.0,7.9,7.98,5.04
796,1.0,1,5,3.0,65.3,59.0,6.25,6.21,4.07
797,0.77,5,5,2.0,61.7,56.0,5.85,5.91,3.63
798,0.58,4,6,2.5,59.6,59.0,5.43,5.38,3.22
799,0.41,3,7,3.0,61.7,58.0,4.76,4.8,2.95
800,0.5,2,5,3.5,58.5,62.0,5.23,5.27,3.07
801,0.9,2,6,3.0,62.2,60.0,6.12,6.16,3.82
802,1.01,2,6,2.0,59.3,64.0,6.49,6.47,3.84
803,0.31,5,7,2.0,61.9,57.0,4.33,4.36,2.69
804,0.65,3,2,5.0,61.0,55.0,5.65,5.73,3.47
805,1.51,2,6,2.5,62.6,60.0,7.22,7.28,4.54
806,1.51,5,3,3.0,61.2,58.0,7.36,7.42,4.52
807,1.51,2,1,3.0,61.5,59.0,7.26,7.31,4.48
808,1.01,2,6,1.5,61.4,64.0,6.29,6.42,3.9
809,0.71,4,6,2.0,59.2,59.0,5.86,5.83,3.46
810,1.01,4,3,1.5,59.9,59.0,6.55,6.48,3.9
811,2.02,5,3,1.5,60.8,56.0,8.21,8.14,4.97
812,0.59,2,5,3.0,60.5,61.0,5.43,5.5,3.31
813,0.37,3,6,3.0,62.8,55.0,4.61,4.63,2.9
814,0.35,5,7,2.0,62.7,56.0,4.51,4.49,2.82
815,1.5,2,5,1.5,62.9,59.0,7.19,7.32,4.56
816,0.41,5,4,2.0,62.2,56.0,4.77,4.75,2.96
817,0.3,4,4,4.0,62.6,62.0,4.26,4.21,2.65
818,0.33,5,6,3.0,61.6,56.0,4.46,4.43,2.74
819,0.3,3,7,2.0,62.3,59.0,4.22,4.25,2.64
820,1.16,5,1,5.0,60.6,56.0,6.79,6.86,4.14
